,loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,total_assets,inc_loan
715,716,5,Not Graduate, No,3900000,14000000,4,708,700000,1800000,15600000,5200000,Approved,23300000,0.2785714285714286
716,717,3,Graduate, No,6800000,21200000,2,433,10700000,1900000,23200000,6300000,Approved,42100000,0.32075471698113206
717,718,4,Not Graduate, No,3600000,8700000,14,302,6400000,3700000,7800000,4100000,Rejected,22000000,0.41379310344827586
718,719,4,Graduate, No,700000,2600000,14,736,2100000,600000,1900000,400000,Approved,5000000,0.2692307692307692
719,720,2,Not Graduate, Yes,4000000,8500000,6,323,11200000,1000000,14300000,4100000,Rejected,30600000,0.47058823529411764
720,721,4,Graduate, No,1800000,4100000,12,670,1900000,2900000,4700000,2200000,Approved,11700000,0.43902439024390244
721,722,3,Not Graduate, No,5600000,21000000,12,609,8800000,11000000,15800000,4900000,Approved,40500000,0.26666666666666666
722,723,4,Not Graduate, No,6800000,24200000,18,349,18800000,0,15800000,9400000,Rejected,44000000,0.2809917355371901
723,724,5,Not Graduate, Yes,600000,1500000,2,319,100000,1100000,2100000,600000,Rejected,3900000,0.4
724,725,1,Not Graduate, No,4200000,16200000,14,391,5800000,2100000,14100000,2600000,Rejected,24600000,0.25925925925925924
725,726,4,Not Graduate, No,5000000,18700000,10,755,3600000,600000,13000000,2600000,Approved,19800000,0.26737967914438504
726,727,1,Not Graduate, No,4100000,12200000,6,354,7300000,5600000,16300000,3500000,Rejected,32700000,0.3360655737704918
727,728,3,Not Graduate, Yes,2200000,8800000,2,877,5000000,1300000,6400000,3100000,Approved,15800000,0.25
728,729,1,Not Graduate, No,3400000,8600000,16,312,6400000,6100000,8400000,3000000,Rejected,23900000,0.3953488372093023
729,730,0,Graduate, No,7100000,15900000,14,746,9500000,3900000,23500000,8000000,Approved,44900000,0.44654088050314467
730,731,3,Graduate, No,5800000,19600000,16,313,11100000,8100000,22700000,6300000,Rejected,48200000,0.29591836734693877
731,732,2,Graduate, No,3400000,12900000,14,857,3400000,2500000,8700000,1900000,Approved,16500000,0.26356589147286824
732,733,2,Not Graduate, No,7700000,18300000,20,504,14600000,500000,18300000,4600000,Rejected,38000000,0.4207650273224044
733,734,0,Graduate, No,500000,1200000,14,556,900000,0,1800000,500000,Approved,3200000,0.4166666666666667
734,735,2,Graduate, Yes,5300000,11000000,14,393,6800000,2400000,20500000,5200000,Rejected,34900000,0.4818181818181818
735,736,0,Graduate, No,4700000,14400000,14,881,11000000,6100000,17600000,2400000,Approved,37100000,0.3263888888888889
736,737,2,Graduate, Yes,4300000,12200000,14,719,5100000,2600000,14000000,5700000,Approved,27400000,0.3524590163934426
737,738,2,Graduate, Yes,900000,2500000,16,458,-100000,100000,3200000,1100000,Rejected,4300000,0.36
738,739,4,Graduate, No,2000000,7500000,14,857,4300000,1500000,4200000,2100000,Approved,12100000,0.26666666666666666
739,740,2,Graduate, Yes,2000000,7600000,16,429,5300000,3100000,5800000,2200000,Rejected,16400000,0.2631578947368421
740,741,3,Not Graduate, No,4100000,15900000,12,538,3900000,800000,8800000,5700000,Rejected,19200000,0.2578616352201258
741,742,1,Not Graduate, No,6900000,14400000,10,828,4600000,13000000,26700000,9000000,Approved,53300000,0.4791666666666667
742,743,5,Graduate, Yes,2300000,6100000,6,339,5100000,2500000,8300000,2400000,Rejected,18300000,0.3770491803278688
743,744,5,Graduate, Yes,5800000,16600000,18,376,2500000,7500000,21100000,2800000,Rejected,33900000,0.3493975903614458
744,745,5,Not Graduate, No,8000000,30000000,14,549,14800000,200000,17300000,7000000,Rejected,39300000,0.26666666666666666
745,746,3,Not Graduate, Yes,3700000,12700000,18,587,11000000,3100000,8800000,4100000,Approved,27000000,0.29133858267716534
746,747,0,Not Graduate, No,2600000,8400000,18,861,0,3500000,6200000,3800000,Approved,13500000,0.30952380952380953
747,748,0,Not Graduate, No,3000000,7000000,12,409,6400000,4900000,8000000,3500000,Rejected,22800000,0.42857142857142855
748,749,4,Graduate, No,2700000,10200000,4,528,7800000,2200000,10000000,1600000,Approved,21600000,0.2647058823529412
749,750,4,Not Graduate, No,5700000,19600000,8,691,8800000,2200000,12100000,3000000,Approved,26100000,0.29081632653061223
750,751,2,Graduate, No,1500000,3600000,4,584,3900000,1300000,4800000,1700000,Approved,11700000,0.4166666666666667
751,752,5,Not Graduate, No,6800000,20000000,4,459,14500000,3000000,25000000,4900000,Rejected,47400000,0.34
752,753,1,Graduate, Yes,8100000,31700000,10,755,0,12700000,30100000,4700000,Approved,47500000,0.2555205047318612
753,754,3,Not Graduate, Yes,9200000,27700000,20,688,4800000,16300000,25800000,11200000,Approved,58100000,0.33212996389891697
754,755,1,Not Graduate, Yes,7600000,26000000,6,384,2600000,1200000,20000000,7900000,Rejected,31700000,0.2923076923076923
755,756,4,Graduate, No,600000,1600000,20,869,1400000,1000000,1700000,200000,Approved,4300000,0.375
756,757,1,Not Graduate, Yes,4700000,18700000,20,445,2100000,0,11100000,4000000,Rejected,17200000,0.25133689839572193
757,758,0,Graduate, No,1400000,5500000,6,393,500000,1500000,5400000,1800000,Rejected,9200000,0.2545454545454545
758,759,3,Graduate, Yes,9400000,24600000,10,414,8800000,13400000,23800000,5600000,Rejected,51600000,0.3821138211382114
759,760,2,Graduate, No,9700000,19900000,16,395,2800000,13700000,37000000,10800000,Rejected,64300000,0.48743718592964824
760,761,3,Not Graduate, Yes,8900000,21000000,14,815,200000,10800000,21600000,6400000,Approved,39000000,0.4238095238095238
761,762,5,Graduate, No,4600000,10500000,8,758,3900000,4300000,15800000,2900000,Approved,26900000,0.4380952380952381
762,763,5,Not Graduate, Yes,5600000,14500000,10,457,6900000,7800000,20600000,4600000,Rejected,39900000,0.38620689655172413
763,764,0,Graduate, Yes,1000000,3200000,10,854,2600000,800000,2900000,1200000,Approved,7500000,0.3125
764,765,3,Graduate, No,3500000,10300000,16,324,2400000,900000,12600000,2400000,Rejected,18300000,0.33980582524271846
765,766,0,Not Graduate, No,7900000,31500000,14,849,19400000,10300000,26600000,10600000,Approved,66900000,0.2507936507936508
766,767,3,Graduate, Yes,6100000,24200000,12,672,300000,11100000,23500000,5000000,Approved,39900000,0.25206611570247933
767,768,3,Not Graduate, Yes,8900000,20900000,6,859,9600000,16500000,29300000,11100000,Approved,66500000,0.4258373205741627
768,769,4,Graduate, No,5300000,15400000,8,584,5100000,1700000,14000000,5000000,Approved,25800000,0.34415584415584416
769,770,5,Not Graduate, No,1300000,4800000,4,346,3200000,1600000,3400000,1600000,Approved,9800000,0.2708333333333333
770,771,3,Graduate, No,4000000,12800000,18,635,6000000,7000000,12900000,4200000,Approved,30100000,0.3125
771,772,2,Not Graduate, No,8700000,22700000,4,365,8200000,14800000,30200000,7200000,Rejected,60400000,0.3832599118942731
772,773,1,Not Graduate, No,9500000,20000000,16,856,24900000,0,35700000,6200000,Approved,66800000,0.475
773,774,5,Graduate, Yes,9000000,20000000,2,440,17100000,1000000,28500000,7600000,Rejected,54200000,0.45
774,775,0,Graduate, Yes,7300000,23300000,2,616,15700000,5900000,25800000,4100000,Approved,51500000,0.3133047210300429
775,776,3,Graduate, Yes,7400000,25700000,2,461,5700000,2900000,15100000,5100000,Approved,28800000,0.28793774319066145
776,777,5,Not Graduate, No,3100000,10800000,10,681,5100000,1700000,7400000,1500000,Approved,15700000,0.28703703703703703
777,778,2,Graduate, No,4300000,9400000,2,485,11000000,8100000,11000000,2200000,Rejected,32300000,0.4574468085106383
778,779,1,Graduate, Yes,2400000,8300000,6,684,5500000,3500000,5300000,2300000,Approved,16600000,0.2891566265060241
779,780,1,Graduate, No,5400000,17900000,14,727,13100000,0,12300000,4700000,Approved,30100000,0.3016759776536313
780,781,2,Not Graduate, No,1600000,5100000,6,784,1400000,2400000,4500000,1400000,Approved,9700000,0.3137254901960784
781,782,3,Not Graduate, Yes,9900000,20400000,4,865,26300000,3600000,36500000,12800000,Approved,79200000,0.4852941176470588
782,783,3,Not Graduate, No,5800000,20100000,18,791,1400000,10800000,16300000,5600000,Approved,34100000,0.2885572139303483
783,784,4,Not Graduate, No,2200000,8500000,16,866,4000000,1900000,6800000,2800000,Approved,15500000,0.25882352941176473
784,785,0,Graduate, No,5000000,14400000,2,761,-100000,7300000,12600000,4500000,Approved,24300000,0.3472222222222222
785,786,2,Not Graduate, Yes,600000,2100000,18,572,400000,500000,1400000,300000,Approved,2600000,0.2857142857142857
786,787,4,Graduate, No,2200000,8600000,6,601,2700000,2900000,6700000,3300000,Approved,15600000,0.2558139534883721
787,788,1,Graduate, Yes,2600000,5500000,14,820,2700000,2400000,9300000,2000000,Approved,16400000,0.4727272727272727
788,789,4,Not Graduate, No,1200000,4300000,8,598,1600000,1800000,3200000,1300000,Approved,7900000,0.27906976744186046
789,790,2,Graduate, No,3100000,8700000,18,544,5300000,1100000,12200000,1500000,Rejected,20100000,0.3563218390804598
790,791,5,Not Graduate, Yes,4600000,14500000,14,561,2300000,6200000,10200000,5800000,Approved,24500000,0.31724137931034485
791,792,4,Graduate, Yes,9300000,35500000,6,547,2800000,17800000,27000000,13900000,Rejected,61500000,0.2619718309859155
792,793,4,Graduate, No,6300000,13400000,2,504,10500000,10900000,14500000,9400000,Rejected,45300000,0.4701492537313433
793,794,2,Not Graduate, No,5900000,20800000,14,530,7100000,5800000,13100000,8800000,Rejected,34800000,0.28365384615384615
794,795,2,Graduate, Yes,2900000,10600000,6,614,1000000,300000,7600000,3600000,Approved,12500000,0.27358490566037735
795,796,4,Not Graduate, No,6100000,22400000,18,351,11800000,5000000,24400000,4800000,Rejected,46000000,0.27232142857142855
796,797,4,Graduate, Yes,5900000,19700000,10,431,3300000,9200000,22700000,5300000,Rejected,40500000,0.29949238578680204
797,798,1,Not Graduate, Yes,4600000,18400000,10,403,200000,8800000,17300000,2900000,Rejected,29200000,0.25
798,799,2,Not Graduate, No,7000000,20200000,8,668,16600000,5000000,26100000,9100000,Approved,56800000,0.3465346534653465
799,800,3,Not Graduate, Yes,5100000,10400000,18,399,8000000,4300000,20100000,4600000,Rejected,37000000,0.49038461538461536
800,801,1,Graduate, No,3100000,10600000,14,665,6200000,800000,9500000,3900000,Approved,20400000,0.29245283018867924
801,802,2,Graduate, No,4100000,12800000,16,344,10300000,7000000,15800000,4100000,Rejected,37200000,0.3203125
802,803,0,Graduate, No,1800000,5400000,16,555,3900000,2900000,5100000,1700000,Approved,13600000,0.3333333333333333
803,804,4,Not Graduate, Yes,8200000,26900000,20,301,23800000,13600000,31000000,9900000,Rejected,78300000,0.3048327137546468
804,805,2,Not Graduate, Yes,800000,2100000,6,726,2000000,0,2600000,600000,Approved,5200000,0.38095238095238093
805,806,2,Graduate, No,8400000,23100000,6,689,5700000,2500000,18900000,11900000,Approved,39000000,0.36363636363636365
806,807,0,Not Graduate, No,8500000,33900000,4,665,8500000,12800000,17900000,4500000,Approved,43700000,0.25073746312684364
807,808,3,Not Graduate, Yes,3300000,12700000,16,608,3600000,6200000,12600000,4500000,Approved,26900000,0.25984251968503935
808,809,3,Not Graduate, No,5800000,12800000,20,335,4400000,3000000,15300000,8000000,Rejected,30700000,0.453125
809,810,3,Not Graduate, No,4400000,10500000,18,677,100000,2000000,12100000,5000000,Approved,19200000,0.41904761904761906
810,811,1,Not Graduate, No,2600000,8500000,2,491,1700000,1800000,5300000,2600000,Approved,11400000,0.3058823529411765
811,812,2,Not Graduate, Yes,9600000,28100000,20,763,23000000,11800000,27500000,10300000,Approved,72600000,0.3416370106761566
812,813,5,Not Graduate, Yes,5200000,18100000,8,809,2400000,6900000,14000000,5500000,Approved,28800000,0.287292817679558
813,814,5,Not Graduate, Yes,9700000,36400000,16,544,3500000,15000000,31300000,5200000,Rejected,55000000,0.2664835164835165
814,815,1,Graduate, Yes,200000,800000,14,624,600000,0,600000,0,Approved,1200000,0.25
815,816,3,Graduate, No,6500000,16800000,10,388,9500000,800000,14900000,7200000,Rejected,32400000,0.3869047619047619
816,817,4,Graduate, Yes,7200000,23100000,14,644,13300000,3500000,18300000,4200000,Approved,39300000,0.3116883116883117
817,818,0,Not Graduate, No,5200000,18400000,14,600,7300000,9700000,16500000,3600000,Approved,37100000,0.2826086956521739
818,819,2,Not Graduate, No,6500000,14100000,2,709,1000000,12700000,20900000,4000000,Approved,38600000,0.46099290780141844
819,820,5,Graduate, Yes,2300000,5600000,8,642,2600000,1900000,8600000,2500000,Approved,15600000,0.4107142857142857
820,821,0,Not Graduate, Yes,3300000,10400000,4,423,7400000,4700000,11600000,3200000,Approved,26900000,0.3173076923076923
821,822,0,Not Graduate, Yes,2000000,5900000,12,900,3800000,2400000,7100000,3000000,Approved,16300000,0.3389830508474576
822,823,2,Graduate, Yes,8300000,19500000,4,415,2300000,9400000,21700000,8600000,Rejected,42000000,0.4256410256410256
823,824,4,Graduate, Yes,3800000,14300000,4,645,1300000,1100000,10900000,4600000,Approved,17900000,0.26573426573426573
824,825,0,Not Graduate, No,5700000,15600000,16,742,700000,5800000,11400000,6800000,Approved,24700000,0.36538461538461536
825,826,4,Not Graduate, No,7300000,19800000,8,724,5500000,6000000,29000000,10300000,Approved,50800000,0.3686868686868687
826,827,1,Graduate, No,1600000,5400000,12,707,600000,1700000,6200000,800000,Approved,9300000,0.2962962962962963
827,828,5,Not Graduate, Yes,800000,2500000,4,780,500000,900000,1700000,400000,Approved,3500000,0.32
828,829,4,Not Graduate, No,6300000,21900000,10,538,9600000,5400000,19300000,7800000,Rejected,42100000,0.2876712328767123
829,830,2,Graduate, No,8800000,17700000,14,706,22900000,4300000,30300000,9200000,Approved,66700000,0.4971751412429379
830,831,0,Graduate, No,7300000,14500000,16,811,1000000,12400000,16100000,9600000,Approved,39100000,0.503448275862069
831,832,2,Graduate, Yes,3800000,9100000,14,849,6300000,2400000,9500000,2500000,Approved,20700000,0.4175824175824176
832,833,3,Graduate, No,6200000,16700000,10,880,15800000,8200000,20100000,9100000,Approved,53200000,0.3712574850299401
833,834,5,Not Graduate, Yes,3500000,9500000,4,664,9500000,500000,7800000,5200000,Approved,23000000,0.3684210526315789
834,835,5,Graduate, Yes,1400000,5000000,2,465,0,2600000,5300000,1500000,Approved,9400000,0.28
835,836,3,Not Graduate, Yes,3500000,12000000,2,786,600000,6400000,10700000,1700000,Approved,19400000,0.2916666666666667
836,837,1,Graduate, Yes,600000,2000000,10,326,400000,1000000,2400000,700000,Rejected,4500000,0.3
837,838,0,Not Graduate, No,4100000,10800000,16,399,5900000,7600000,12700000,5300000,Rejected,31500000,0.37962962962962965
838,839,2,Not Graduate, Yes,5400000,11500000,6,841,6800000,100000,11100000,6600000,Approved,24600000,0.46956521739130436
839,840,2,Not Graduate, Yes,2000000,6700000,14,638,4900000,200000,4900000,2300000,Approved,12300000,0.29850746268656714
840,841,4,Graduate, Yes,3500000,8900000,4,478,4000000,3900000,11300000,3800000,Rejected,23000000,0.39325842696629215
841,842,0,Graduate, Yes,8300000,30000000,4,600,14600000,12500000,24800000,12000000,Approved,63900000,0.27666666666666667
842,843,0,Graduate, Yes,6700000,15600000,16,768,300000,1800000,26000000,3800000,Approved,31900000,0.42948717948717946
843,844,0,Not Graduate, No,1900000,6500000,10,523,2400000,1100000,6200000,1100000,Rejected,10800000,0.2923076923076923
844,845,2,Graduate, Yes,6500000,20900000,14,327,8200000,100000,22800000,4700000,Rejected,35800000,0.31100478468899523
845,846,1,Graduate, Yes,600000,1800000,8,799,1000000,700000,2200000,800000,Approved,4700000,0.3333333333333333
846,847,5,Graduate, No,7000000,23000000,18,803,18700000,6300000,27800000,4100000,Approved,56900000,0.30434782608695654
847,848,2,Graduate, No,7700000,15400000,18,524,12900000,5100000,21000000,6600000,Rejected,45600000,0.5
848,849,1,Graduate, No,2600000,6600000,6,506,2300000,1900000,9600000,2100000,Rejected,15900000,0.3939393939393939
849,850,1,Graduate, No,9200000,18800000,2,351,22400000,2200000,31500000,13000000,Rejected,69100000,0.48936170212765956
850,851,2,Graduate, Yes,1800000,4200000,8,648,1200000,3100000,6200000,1600000,Approved,12100000,0.42857142857142855
851,852,1,Not Graduate, No,4900000,18500000,4,612,6100000,5900000,16400000,2900000,Approved,31300000,0.2648648648648649
852,853,1,Graduate, No,5700000,12400000,14,396,5400000,7500000,17600000,5600000,Rejected,36100000,0.4596774193548387
853,854,3,Not Graduate, No,300000,800000,2,458,500000,0,1100000,200000,Rejected,1800000,0.375
854,855,3,Graduate, Yes,1700000,3400000,6,488,100000,500000,4500000,1600000,Rejected,6700000,0.5
855,856,4,Graduate, No,7000000,18900000,6,475,1300000,6100000,14700000,5200000,Rejected,27300000,0.37037037037037035
856,857,1,Not Graduate, No,2200000,7000000,18,417,2000000,3900000,6500000,1900000,Rejected,14300000,0.3142857142857143
857,858,2,Not Graduate, No,6800000,18700000,8,781,17600000,900000,23700000,5400000,Approved,47600000,0.36363636363636365
858,859,1,Not Graduate, Yes,2400000,6200000,12,337,3400000,2100000,9400000,2300000,Rejected,17200000,0.3870967741935484
859,860,0,Not Graduate, Yes,600000,1800000,12,511,300000,200000,2200000,400000,Rejected,3100000,0.3333333333333333
860,861,4,Graduate, No,6200000,17300000,6,837,12600000,3700000,24700000,4600000,Approved,45600000,0.3583815028901734
861,862,1,Not Graduate, No,7600000,24600000,12,810,1300000,10500000,30300000,5200000,Approved,47300000,0.3089430894308943
862,863,2,Not Graduate, No,4800000,10600000,8,588,3700000,5200000,15000000,4500000,Approved,28400000,0.4528301886792453
863,864,5,Graduate, No,4200000,9200000,12,870,3200000,2400000,12300000,5700000,Approved,23600000,0.45652173913043476
864,865,0,Not Graduate, Yes,7200000,20700000,10,733,15600000,12000000,19200000,9900000,Approved,56700000,0.34782608695652173
865,866,5,Not Graduate, Yes,6400000,20300000,16,348,10000000,10900000,20400000,6900000,Rejected,48200000,0.31527093596059114
866,867,0,Not Graduate, Yes,8900000,23000000,12,741,5600000,11200000,27100000,7100000,Approved,51000000,0.3869565217391304
