,Unnamed: 0.1,Unnamed: 0,loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,total_assets,inc_loan,cibil_bucket,asset_bucket,term_bucket
1024,1024,1024,1025,3,Graduate, No,8700000,30500000,2,443,11800000,1800000,24600000,8100000,Approved,46300000,0.2852459016393442,300-499,250L-10C,0-5
1025,1025,1025,1026,5,Not Graduate, No,6100000,23600000,4,725,17400000,5100000,15600000,4800000,Approved,42900000,0.2584745762711864,700-799,250L-10C,0-5
1026,1026,1026,1027,2,Not Graduate, Yes,1900000,7000000,14,818,4800000,3500000,4500000,2100000,Approved,14900000,0.2714285714285714,800-900,100L-250L,10-15
1027,1027,1027,1028,1,Not Graduate, No,9900000,38700000,6,670,19400000,12600000,35800000,6500000,Approved,74300000,0.2558139534883721,600-699,250L-10C,5-10
1028,1028,1028,1029,0,Graduate, No,5800000,21100000,6,414,7900000,2400000,16000000,5600000,Rejected,31900000,0.2748815165876777,300-499,250L-10C,5-10
1029,1029,1029,1030,2,Not Graduate, Yes,9500000,37000000,8,887,21800000,18300000,19200000,11700000,Approved,71000000,0.2567567567567567,800-900,250L-10C,5-10
1030,1030,1030,1031,3,Graduate, Yes,7900000,26600000,12,409,17100000,1400000,22500000,8700000,Rejected,49700000,0.2969924812030075,300-499,250L-10C,10-15
1031,1031,1031,1032,1,Not Graduate, Yes,1300000,4500000,14,679,2700000,2100000,3700000,1600000,Approved,10100000,0.2888888888888888,600-699,100L-250L,10-15
1032,1032,1032,1033,4,Graduate, Yes,700000,2600000,18,478,600000,600000,2100000,300000,Rejected,3600000,0.2692307692307692,300-499,10L-50L,15-20
1033,1033,1033,1034,3,Graduate, No,600000,1200000,2,752,1100000,500000,2300000,700000,Approved,4600000,0.5,700-799,10L-50L,0-5
1034,1034,1034,1035,0,Graduate, No,9400000,33000000,4,616,15400000,5000000,25100000,7800000,Approved,53300000,0.2848484848484848,600-699,250L-10C,0-5
1035,1035,1035,1036,2,Not Graduate, Yes,3800000,12500000,14,842,3700000,6700000,14600000,5300000,Approved,30300000,0.304,800-900,250L-10C,10-15
1036,1036,1036,1037,3,Graduate, Yes,7800000,26300000,20,840,1200000,11300000,24100000,5300000,Approved,41900000,0.2965779467680608,800-900,250L-10C,15-20
1037,1037,1037,1038,3,Graduate, Yes,7800000,27700000,6,430,2000000,8000000,26100000,5300000,Rejected,41400000,0.2815884476534296,300-499,250L-10C,5-10
1038,1038,1038,1039,4,Not Graduate, No,2700000,7000000,4,351,1100000,2300000,8300000,2700000,Rejected,14400000,0.3857142857142857,300-499,100L-250L,0-5
1039,1039,1039,1040,5,Not Graduate, No,600000,2300000,4,347,0,0,1900000,200000,Rejected,2100000,0.2608695652173913,300-499,10L-50L,0-5
1040,1040,1040,1041,3,Not Graduate, Yes,8000000,28800000,10,576,18800000,7500000,16300000,11900000,Approved,54500000,0.2777777777777778,500-599,250L-10C,5-10
1041,1041,1041,1042,0,Not Graduate, Yes,4000000,11000000,8,799,4400000,6100000,14700000,4200000,Approved,29400000,0.3636363636363636,700-799,250L-10C,5-10
1042,1042,1042,1043,1,Not Graduate, Yes,3300000,10800000,2,550,6000000,3800000,11000000,4700000,Approved,25500000,0.3055555555555556,500-599,250L-10C,0-5
1043,1043,1043,1044,2,Graduate, No,5800000,13300000,4,878,8400000,5400000,18600000,4500000,Approved,36900000,0.4360902255639097,800-900,250L-10C,0-5
1044,1044,1044,1045,3,Graduate, Yes,2400000,4800000,12,895,6800000,300000,7300000,3300000,Approved,17700000,0.5,800-900,100L-250L,10-15
1045,1045,1045,1046,4,Not Graduate, No,7600000,29700000,6,603,3200000,2900000,27800000,11000000,Approved,44900000,0.2558922558922559,600-699,250L-10C,5-10
1046,1046,1046,1047,2,Not Graduate, Yes,2500000,6900000,12,325,5800000,1600000,6400000,3600000,Rejected,17400000,0.3623188405797101,300-499,100L-250L,10-15
1047,1047,1047,1048,2,Graduate, No,3300000,11800000,4,393,5700000,3700000,6800000,2600000,Approved,18800000,0.2796610169491525,300-499,100L-250L,0-5
1048,1048,1048,1049,3,Graduate, No,9800000,30300000,2,612,10700000,4600000,32100000,5600000,Approved,53000000,0.3234323432343234,600-699,250L-10C,0-5
1049,1049,1049,1050,0,Graduate, Yes,1000000,3800000,8,553,2500000,1000000,2100000,1300000,Approved,6900000,0.2631578947368421,500-599,50L-100L,5-10
1050,1050,1050,1051,0,Not Graduate, Yes,2500000,8800000,14,389,7300000,1400000,8500000,3600000,Rejected,20800000,0.2840909090909091,300-499,100L-250L,10-15
1051,1051,1051,1052,0,Graduate, No,1900000,6800000,4,782,100000,3400000,4900000,2400000,Approved,10800000,0.2794117647058823,700-799,100L-250L,0-5
1052,1052,1052,1053,3,Graduate, No,3100000,8500000,12,493,8700000,5100000,12000000,2000000,Rejected,27800000,0.3647058823529411,300-499,250L-10C,10-15
1053,1053,1053,1054,5,Graduate, Yes,6000000,11900000,2,629,2500000,0,19200000,4200000,Approved,25900000,0.5042016806722689,600-699,250L-10C,0-5
1054,1054,1054,1055,5,Not Graduate, No,6500000,21600000,10,419,1600000,10900000,22300000,6600000,Rejected,41400000,0.3009259259259259,300-499,250L-10C,5-10
1055,1055,1055,1056,2,Not Graduate, Yes,5900000,15800000,2,444,14300000,4300000,20300000,5500000,Rejected,44400000,0.3734177215189873,300-499,250L-10C,0-5
1056,1056,1056,1057,5,Not Graduate, Yes,6500000,15800000,16,301,9200000,9900000,17400000,7100000,Rejected,43600000,0.4113924050632911,300-499,250L-10C,15-20
1057,1057,1057,1058,0,Graduate, Yes,3800000,11200000,20,479,1100000,6400000,12000000,5400000,Rejected,24900000,0.3392857142857143,300-499,100L-250L,15-20
1058,1058,1058,1059,3,Not Graduate, Yes,3000000,11400000,10,424,1800000,4200000,10900000,1500000,Rejected,18400000,0.2631578947368421,300-499,100L-250L,5-10
1059,1059,1059,1060,0,Graduate, No,4300000,16900000,18,469,200000,5800000,12000000,6200000,Rejected,24200000,0.2544378698224852,300-499,100L-250L,15-20
1060,1060,1060,1061,4,Not Graduate, Yes,3500000,8300000,2,897,7900000,5500000,12600000,1800000,Approved,27800000,0.4216867469879518,800-900,250L-10C,0-5
1061,1061,1061,1062,3,Not Graduate, No,300000,500000,2,477,700000,200000,800000,400000,Rejected,2100000,0.6,300-499,10L-50L,0-5
1062,1062,1062,1063,3,Not Graduate, Yes,600000,1400000,16,509,600000,300000,2400000,900000,Rejected,4200000,0.4285714285714285,500-599,10L-50L,15-20
1063,1063,1063,1064,0,Graduate, Yes,800000,1700000,4,752,2300000,1100000,3200000,400000,Approved,7000000,0.4705882352941176,700-799,50L-100L,0-5
1064,1064,1064,1065,0,Not Graduate, Yes,5600000,19100000,14,875,16700000,4700000,15100000,7700000,Approved,44200000,0.2931937172774869,800-900,250L-10C,10-15
1065,1065,1065,1066,2,Not Graduate, Yes,1800000,3600000,4,343,3400000,1100000,6200000,1500000,Rejected,12200000,0.5,300-499,100L-250L,0-5
1066,1066,1066,1067,0,Graduate, No,6800000,20800000,20,819,16500000,11900000,26700000,8000000,Approved,63100000,0.3269230769230769,800-900,250L-10C,15-20
1067,1067,1067,1068,2,Graduate, Yes,4200000,16800000,2,433,3300000,0,14100000,3700000,Approved,21100000,0.25,300-499,100L-250L,0-5
1068,1068,1068,1069,1,Not Graduate, Yes,200000,400000,6,768,300000,100000,600000,0,Approved,1000000,0.5,700-799,10L-50L,5-10
1069,1069,1069,1070,2,Graduate, Yes,8500000,31800000,6,714,17000000,900000,26600000,5600000,Approved,50100000,0.2672955974842767,700-799,250L-10C,5-10
1070,1070,1070,1071,2,Not Graduate, Yes,2800000,10100000,16,531,2900000,2900000,7200000,4100000,Rejected,17100000,0.2772277227722772,500-599,100L-250L,15-20
1071,1071,1071,1072,0,Graduate, Yes,3600000,8600000,6,529,3500000,3300000,11300000,5200000,Rejected,23300000,0.4186046511627907,500-599,100L-250L,5-10
1072,1072,1072,1073,1,Not Graduate, No,6200000,19500000,20,448,3300000,7100000,22400000,8000000,Rejected,40800000,0.3179487179487179,300-499,250L-10C,15-20
1073,1073,1073,1074,1,Graduate, No,2700000,10000000,2,584,6500000,2700000,7700000,3400000,Approved,20300000,0.27,500-599,100L-250L,0-5
1074,1074,1074,1075,1,Graduate, No,6800000,22900000,4,501,3900000,9400000,17300000,4400000,Approved,35000000,0.296943231441048,500-599,250L-10C,0-5
1075,1075,1075,1076,2,Not Graduate, No,6300000,24500000,18,848,10200000,3500000,18200000,8200000,Approved,40100000,0.2571428571428571,800-900,250L-10C,15-20
1076,1076,1076,1077,4,Not Graduate, No,8800000,19100000,6,586,17600000,8800000,20600000,12400000,Approved,59400000,0.4607329842931937,500-599,250L-10C,5-10
1077,1077,1077,1078,1,Graduate, No,5900000,13000000,2,386,16300000,5000000,12000000,3800000,Rejected,37100000,0.4538461538461538,300-499,250L-10C,0-5
1078,1078,1078,1079,5,Not Graduate, Yes,9800000,37900000,18,301,6700000,4900000,34300000,6200000,Rejected,52100000,0.258575197889182,300-499,250L-10C,15-20
1079,1079,1079,1080,2,Graduate, No,3300000,8300000,6,653,4700000,3100000,8300000,4600000,Approved,20700000,0.3975903614457831,600-699,100L-250L,5-10
1080,1080,1080,1081,4,Graduate, Yes,300000,500000,14,448,700000,100000,800000,100000,Rejected,1700000,0.6,300-499,10L-50L,10-15
1081,1081,1081,1082,1,Not Graduate, Yes,4800000,11600000,16,696,1400000,9400000,11800000,6500000,Approved,29100000,0.4137931034482758,600-699,250L-10C,15-20
1082,1082,1082,1083,1,Graduate, No,7500000,28300000,16,707,9700000,1100000,16300000,6700000,Approved,33800000,0.2650176678445229,700-799,250L-10C,15-20
1083,1083,1083,1084,2,Not Graduate, No,8600000,21700000,4,429,5500000,10800000,30900000,6000000,Rejected,53200000,0.3963133640552995,300-499,250L-10C,0-5
1084,1084,1084,1085,4,Not Graduate, No,8900000,21100000,6,631,4200000,200000,25800000,6200000,Approved,36400000,0.4218009478672986,600-699,250L-10C,5-10
1085,1085,1085,1086,5,Not Graduate, Yes,9600000,29600000,4,446,22900000,3500000,36600000,13200000,Approved,76200000,0.3243243243243243,300-499,250L-10C,0-5
1086,1086,1086,1087,0,Graduate, Yes,7700000,18100000,18,705,6100000,5100000,23800000,6300000,Approved,41300000,0.425414364640884,700-799,250L-10C,15-20
1087,1087,1087,1088,3,Not Graduate, Yes,7000000,15200000,2,709,10300000,12500000,20700000,4000000,Approved,47500000,0.4605263157894737,700-799,250L-10C,0-5
1088,1088,1088,1089,4,Not Graduate, Yes,7800000,19500000,14,739,1900000,9000000,20400000,4400000,Approved,35700000,0.4,700-799,250L-10C,10-15
1089,1089,1089,1090,3,Graduate, No,5100000,11000000,6,336,-100000,5800000,11600000,7500000,Rejected,24800000,0.4636363636363636,300-499,100L-250L,5-10
1090,1090,1090,1091,4,Graduate, No,9400000,32600000,4,898,18200000,4000000,22000000,10200000,Approved,54400000,0.2883435582822086,800-900,250L-10C,0-5
1091,1091,1091,1092,4,Not Graduate, Yes,600000,2100000,6,558,1300000,1000000,2200000,300000,Approved,4800000,0.2857142857142857,500-599,10L-50L,5-10
1092,1092,1092,1093,3,Graduate, No,5100000,13300000,4,589,11200000,2700000,20200000,6100000,Approved,40200000,0.3834586466165413,500-599,250L-10C,0-5
1093,1093,1093,1094,2,Graduate, Yes,3800000,14400000,2,301,2300000,1400000,7600000,2400000,Rejected,13700000,0.2638888888888889,300-499,100L-250L,0-5
1094,1094,1094,1095,2,Not Graduate, Yes,5300000,21200000,14,516,2200000,5000000,20900000,7700000,Rejected,35800000,0.25,500-599,250L-10C,10-15
1095,1095,1095,1096,5,Not Graduate, No,1100000,3600000,12,315,1300000,700000,3100000,1400000,Rejected,6500000,0.3055555555555556,300-499,50L-100L,10-15
1096,1096,1096,1097,3,Not Graduate, No,6400000,14400000,10,546,10600000,10000000,21200000,5100000,Rejected,46900000,0.4444444444444444,500-599,250L-10C,5-10
1097,1097,1097,1098,0,Not Graduate, Yes,5100000,14500000,14,559,11000000,1100000,12300000,6000000,Approved,30400000,0.3517241379310344,500-599,250L-10C,10-15
1098,1098,1098,1099,3,Graduate, Yes,5300000,16900000,2,350,15800000,3100000,14300000,6800000,Approved,40000000,0.3136094674556213,300-499,250L-10C,0-5
1099,1099,1099,1100,1,Graduate, No,6700000,18700000,8,583,9300000,4100000,17100000,6900000,Approved,37400000,0.3582887700534759,500-599,250L-10C,5-10
1100,1100,1100,1101,2,Not Graduate, No,4000000,9400000,8,874,4400000,3700000,10200000,4800000,Approved,23100000,0.425531914893617,800-900,100L-250L,5-10
1101,1101,1101,1102,2,Not Graduate, Yes,3900000,11600000,8,808,5800000,3100000,12900000,5000000,Approved,26800000,0.3362068965517241,800-900,250L-10C,5-10
1102,1102,1102,1103,1,Graduate, Yes,1600000,4900000,16,487,4300000,1100000,3900000,2000000,Rejected,11300000,0.3265306122448979,300-499,100L-250L,15-20
1103,1103,1103,1104,3,Graduate, No,2700000,7800000,14,870,5400000,5300000,5700000,2100000,Approved,18500000,0.3461538461538461,800-900,100L-250L,10-15
1104,1104,1104,1105,3,Graduate, No,1400000,3800000,8,840,1700000,200000,5300000,1500000,Approved,8700000,0.3684210526315789,800-900,50L-100L,5-10
1105,1105,1105,1106,4,Not Graduate, Yes,8000000,19200000,18,682,2500000,8900000,19000000,5300000,Approved,35700000,0.4166666666666667,600-699,250L-10C,15-20
1106,1106,1106,1107,3,Graduate, Yes,8200000,28900000,10,668,23800000,4500000,28700000,10900000,Approved,67900000,0.2837370242214533,600-699,250L-10C,5-10
1107,1107,1107,1108,5,Graduate, Yes,4800000,10300000,8,781,4800000,6800000,11100000,4300000,Approved,27000000,0.4660194174757281,700-799,250L-10C,5-10
1108,1108,1108,1109,4,Graduate, No,8100000,19000000,6,375,4100000,14500000,19100000,11900000,Rejected,49600000,0.4263157894736842,300-499,250L-10C,5-10
1109,1109,1109,1110,4,Not Graduate, No,5900000,14900000,14,857,2600000,9500000,16000000,3500000,Approved,31600000,0.3959731543624161,800-900,250L-10C,10-15
1110,1110,1110,1111,5,Graduate, Yes,8100000,32100000,6,823,18200000,1800000,24100000,6500000,Approved,50600000,0.2523364485981308,800-900,250L-10C,5-10
1111,1111,1111,1112,0,Graduate, No,1400000,5000000,8,686,1800000,1900000,3200000,1500000,Approved,8400000,0.28,600-699,50L-100L,5-10
1112,1112,1112,1113,1,Graduate, No,1600000,6300000,2,721,3000000,600000,5200000,900000,Approved,9700000,0.2539682539682539,700-799,50L-100L,0-5
1113,1113,1113,1114,4,Graduate, No,4600000,9400000,18,545,800000,2400000,11500000,6300000,Rejected,21000000,0.4893617021276595,500-599,100L-250L,15-20
1114,1114,1114,1115,1,Not Graduate, No,2900000,8900000,6,523,900000,5600000,9700000,1800000,Rejected,18000000,0.3258426966292135,500-599,100L-250L,5-10
1115,1115,1115,1116,2,Graduate, Yes,8600000,24900000,20,607,13600000,7600000,31800000,5400000,Approved,58400000,0.3453815261044177,600-699,250L-10C,15-20
1116,1116,1116,1117,4,Not Graduate, No,3800000,14900000,20,428,6500000,3500000,12200000,2500000,Rejected,24700000,0.2550335570469799,300-499,100L-250L,15-20
1117,1117,1117,1118,0,Not Graduate, No,8200000,20300000,4,666,13100000,10200000,25900000,7800000,Approved,57000000,0.4039408866995074,600-699,250L-10C,0-5
1118,1118,1118,1119,3,Graduate, No,3200000,10100000,20,704,3400000,4800000,9000000,3900000,Approved,21100000,0.3168316831683168,700-799,100L-250L,15-20
1119,1119,1119,1120,0,Not Graduate, Yes,8100000,23800000,10,794,5400000,15500000,20700000,8800000,Approved,50400000,0.3403361344537815,700-799,250L-10C,5-10
1120,1120,1120,1121,1,Graduate, Yes,9800000,23300000,12,430,3200000,12600000,30500000,13900000,Rejected,60200000,0.4206008583690987,300-499,250L-10C,10-15
1121,1121,1121,1122,0,Not Graduate, No,200000,500000,20,615,500000,200000,600000,200000,Approved,1500000,0.4,600-699,10L-50L,15-20
1122,1122,1122,1123,0,Not Graduate, No,6600000,14100000,20,360,6800000,5100000,25400000,7800000,Rejected,45100000,0.4680851063829787,300-499,250L-10C,15-20
1123,1123,1123,1124,0,Not Graduate, No,9100000,18300000,14,458,6100000,9200000,34100000,10000000,Rejected,59400000,0.4972677595628415,300-499,250L-10C,10-15
1124,1124,1124,1125,2,Not Graduate, No,5500000,20400000,12,887,8800000,9400000,12300000,3300000,Approved,33800000,0.2696078431372549,800-900,250L-10C,10-15
1125,1125,1125,1126,4,Not Graduate, No,7200000,27400000,8,735,14100000,14200000,19400000,9500000,Approved,57200000,0.2627737226277372,700-799,250L-10C,5-10
1126,1126,1126,1127,1,Not Graduate, No,2400000,5600000,16,379,3700000,600000,7200000,3400000,Rejected,14900000,0.4285714285714285,300-499,100L-250L,15-20
1127,1127,1127,1128,4,Graduate, No,9600000,25500000,20,544,4000000,11400000,23800000,11100000,Rejected,50300000,0.3764705882352941,500-599,250L-10C,15-20
1128,1128,1128,1129,1,Graduate, Yes,5800000,16700000,12,721,1100000,9700000,17200000,7500000,Approved,35500000,0.3473053892215569,700-799,250L-10C,10-15
1129,1129,1129,1130,4,Not Graduate, No,2300000,6000000,8,676,6000000,400000,4800000,2200000,Approved,13400000,0.3833333333333333,600-699,100L-250L,5-10
1130,1130,1130,1131,1,Not Graduate, No,300000,1200000,4,342,800000,100000,1100000,200000,Approved,2200000,0.25,300-499,10L-50L,0-5
1131,1131,1131,1132,0,Not Graduate, No,9900000,27000000,16,566,3500000,17300000,36900000,11500000,Approved,69200000,0.3666666666666666,500-599,250L-10C,15-20
1132,1132,1132,1133,2,Not Graduate, No,3500000,14000000,2,355,8700000,1600000,11800000,2900000,Approved,25000000,0.25,300-499,250L-10C,0-5
1133,1133,1133,1134,2,Graduate, No,4800000,18500000,20,605,5700000,5500000,14700000,5800000,Approved,31700000,0.2594594594594595,600-699,250L-10C,15-20
1134,1134,1134,1135,2,Not Graduate, No,1600000,5200000,16,525,300000,2900000,5600000,1600000,Rejected,10400000,0.3076923076923077,500-599,100L-250L,15-20
1135,1135,1135,1136,5,Graduate, Yes,800000,2500000,12,403,500000,0,3200000,800000,Rejected,4500000,0.32,300-499,10L-50L,10-15
1136,1136,1136,1137,1,Graduate, Yes,9000000,33500000,18,727,18800000,10500000,28100000,5300000,Approved,62700000,0.2686567164179104,700-799,250L-10C,15-20
1137,1137,1137,1138,1,Graduate, No,8300000,28900000,12,529,18300000,3900000,32500000,5800000,Rejected,60500000,0.28719723183391,500-599,250L-10C,10-15
1138,1138,1138,1139,4,Graduate, No,2800000,6100000,18,415,2200000,4200000,8400000,2000000,Rejected,16800000,0.4590163934426229,300-499,100L-250L,15-20
1139,1139,1139,1140,1,Graduate, Yes,6400000,17300000,10,879,10000000,1100000,15400000,8200000,Approved,34700000,0.3699421965317919,800-900,250L-10C,5-10
1140,1140,1140,1141,2,Not Graduate, Yes,6000000,12600000,16,649,4800000,5300000,23900000,5100000,Approved,39100000,0.4761904761904761,600-699,250L-10C,15-20
1141,1141,1141,1142,0,Graduate, No,2900000,9800000,16,395,5400000,4300000,8600000,2400000,Rejected,20700000,0.2959183673469387,300-499,100L-250L,15-20
1142,1142,1142,1143,0,Graduate, No,6500000,24100000,20,488,3300000,6000000,22900000,9700000,Rejected,41900000,0.2697095435684647,300-499,250L-10C,15-20
1143,1143,1143,1144,1,Graduate, Yes,200000,400000,8,569,200000,200000,700000,300000,Approved,1400000,0.5,500-599,10L-50L,5-10
1144,1144,1144,1145,1,Not Graduate, No,8400000,24600000,14,817,1800000,13100000,31300000,8200000,Approved,54400000,0.3414634146341463,800-900,250L-10C,10-15
1145,1145,1145,1146,1,Graduate, Yes,6100000,17800000,20,706,16000000,10900000,16900000,4300000,Approved,48100000,0.3426966292134831,700-799,250L-10C,15-20
1146,1146,1146,1147,2,Graduate, Yes,8000000,31200000,8,553,6800000,3500000,21000000,10300000,Approved,41600000,0.2564102564102564,500-599,250L-10C,5-10
1147,1147,1147,1148,5,Not Graduate, Yes,900000,1800000,14,464,2300000,300000,1800000,700000,Rejected,5100000,0.5,300-499,50L-100L,10-15
1148,1148,1148,1149,2,Graduate, No,7300000,20000000,6,729,13100000,10700000,17900000,9100000,Approved,50800000,0.365,700-799,250L-10C,5-10
1149,1149,1149,1150,4,Not Graduate, Yes,3700000,7400000,12,363,4800000,6800000,10500000,4400000,Rejected,26500000,0.5,300-499,250L-10C,10-15
